collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size
9/12/23,22,1,1,skistodiaptomus_oregonensis,1,61,52,NA,0.832
9/12/23,22,1,1,skistodiaptomus_oregonensis,2,61,12,12,0.807
9/12/23,22,1,1,leptodiaptomus_minutus,3,37,36,9,0.662
9/12/23,22,1,1,skistodiaptomus_oregonensis,4,64,29,26,0.976
9/12/23,22,1,1,skistodiaptomus_oregonensis,5,61,32,NA,0.93
9/12/23,22,1,1,leptodiaptomus_minutus,6,45,29,8,0.658
9/12/23,22,1,1,leptodiaptomus_minutus,7,56,38,NA,0.597
9/12/23,22,1,1,skistodiaptomus_oregonensis,8,60,24,NA,0.816
9/12/23,22,1,1,skistodiaptomus_oregonensis,9,59,28,30,1.025
9/12/23,22,1,1,skistodiaptomus_oregonensis,10,57,29,NA,0.988
