collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size
12/4/23,7,1,1,leptodiaptomus_minutus,1,56,1,4,0.642
12/4/23,7,1,1,leptodiaptomus_sicilis_male,2,42,10,NA,0.89
12/4/23,7,1,1,epischura_lacustris_male,3,60,39,NA,0.901
12/4/23,7,1,1,leptodiaptomus_sicilis,4,54,22,NA,0.862
12/4/23,7,1,1,leptodiaptomus_sicilis,5,46,12,4,0.99
12/4/23,7,1,1,epischura_lacustris,6,46,54,NA,1.07
12/4/23,7,1,1,leptodiaptomus_sicilis,7,54,38,7,1.045
12/4/23,7,1,1,leptodiaptomus_sicilis,8,57,28,6,0.934
12/4/23,7,1,1,leptodiaptomus_sicilis,9,55,45,5,0.972
12/4/23,7,1,1,skistodiaptomus_oregonensis,10,83,9,NA,0.9
