collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size
10/24/23,14,1,1,leptodiaptomus_sicilis,1,67,22,NA,1.04
10/24/23,14,1,1,skistodiaptomus_oregonensis_juvenile,2,86,58,NA,0.546
10/24/23,14,1,1,leptodiaptomus_sicilis,3,66,24,NA,1.016
10/24/23,14,1,1,leptodiaptomus_sicilis,4,65,57,NA,1.074
10/24/23,14,1,1,skistodiaptomus_oregonensis_male,5,92,2,NA,0.742
10/24/23,14,1,1,epischura_lacustris,6,83,31,NA,1.165
10/24/23,14,1,1,epischura_lacustris,7,80,14,NA,0.983
10/24/23,14,1,1,skistodiaptomus_oregonensis_juvenile,8,94,3,NA,0.624
10/24/23,14,1,1,epischura_lacustris,9,72,59,NA,1.079
10/24/23,14,1,1,epischura_lacustris,10,80,53,NA,1.135
