collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size
8/20/23,22.5,1,1,epischura_lacustris_male,1,46,2,NA,1.008
8/20/23,22.5,1,1,leptodiaptomus_minutus,2,29,12,NA,0.678
8/20/23,22.5,1,1,epischura_lacustris,3,47,6,NA,0.95
8/20/23,22.5,1,1,skistodiaptomus_oregonensis,4,64,18,22,0.917
8/20/23,22.5,1,1,leptodiaptomus_minutus,5,44,14,8,0.64
8/20/23,22.5,1,1,skistodiaptomus_oregonensis_juvenile,6,64,3,NA,0.593
8/20/23,22.5,1,1,leptodiaptomus_minutus,7,45,18,6,0.62
8/20/23,22.5,1,1,epischura_lacustris,8,45,43,NA,0.993
8/20/23,22.5,1,1,epischura_lacustris,9,47,35,NA,0.907
8/20/23,22.5,1,1,epischura_lacustris,10,46,45,NA,1.177
