collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size
8/1/23,23,1,1,leptodiaptomus_minutus,1,37,58,NA,0.708
8/1/23,23,1,1,leptodiaptomus_minutus,2,30,18,NA,0.731
8/1/23,23,1,1,leptodiaptomus_minutus,3,38,17,8,0.692
8/1/23,23,1,1,leptodiaptomus_minutus,4,33,8,9,0.733
8/1/23,23,1,1,leptodiaptomus_minutus,5,41,0,NA,0.765
8/1/23,23,1,1,leptodiaptomus_minutus,6,38,42,6,0.729
8/1/23,23,1,1,skistodiaptomus_oregonensis_male,7,60,17,NA,0.678
8/1/23,23,1,1,leptodiaptomus_minutus,8,42,7,3,0.697
8/1/23,23,1,1,skistodiaptomus_oregonensis_juvenile,9,61,28,NA,0.671
8/1/23,23,1,1,epischura_lacustris_juvenile,10,37,35,NA,0.499
