collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size
5/25/23,10.5,1,1,leptodiaptomus_minutus_male,1,67,25,NA,0.81
5/25/23,10.5,1,1,leptodiaptomus_minutus_male,2,70,4,NA,0.737
5/25/23,10.5,1,1,leptodiaptomus_minutus_male,3,64,24,NA,0.832
5/25/23,10.5,1,1,leptodiaptomus_minutus,4,79,17,10,0.617
5/25/23,10.5,1,1,skistodiaptomus_oregonensis,5,92,13,14,0.905
5/25/23,10.5,1,1,leptodiaptomus_sicilis,6,64,53,NA,0.775
5/25/23,10.5,1,1,skistodiaptomus_oregonensis,7,90,20,NA,0.96
5/25/23,10.5,1,1,leptodiaptomus_minutus,8,70,28,8,0.658
5/25/23,10.5,1,1,leptodiaptomus_sicilis,9,63,3,NA,0.908
5/25/23,10.5,1,1,leptodiaptomus_minutus,10,69,48,8,0.732
