collection_date,collection_temp,experiment,replicate,species,tube,ctmax_minute,ctmax_second,fecundity,size
6/19/23,17,1,1,epischura_lacustris_male,1,66,15,NA,1.028
6/19/23,17,1,1,leptodiaptomus_minutus,2,64,2,NA,0.616
6/19/23,17,1,1,leptodiaptomus_minutus,3,52,29,NA,0.645
6/19/23,17,1,1,leptodiaptomus_minutus,4,68,20,NA,0.728
6/19/23,17,1,1,epischura_lacustris,5,64,59,NA,1.158
6/19/23,17,1,1,epischura_lacustris,6,72,14,NA,1.3
6/19/23,17,1,1,leptodiaptomus_minutus,7,58,59,6,0.627
6/19/23,17,1,1,leptodiaptomus_minutus,8,68,58,10,0.745
6/19/23,17,1,1,epischura_lacustris_juvenile,9,67,33,NA,0.94
6/19/23,17,1,1,leptodiaptomus_minutus,10,68,0,14,0.746
