"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","dev_eggs","pathogen","lipids","time","ramp_rate","ctmax","warming_tol"
2023-10-04,20.5,2023-10-05,1,40,1,1,"skistodiaptomus_oregonensis_juvenile",1,7,0.627,NA,"no","no","no",74,0.172202797202786,36.703125,16.203125
2023-10-04,20.5,2023-10-05,1,40,1,1,"skistodiaptomus_oregonensis",2,6,0.876,14,"no","uncertain","no",74.6666666666667,0.175699300699288,36.8095238095238,16.3095238095238
2023-10-04,20.5,2023-10-05,1,40,1,1,"skistodiaptomus_oregonensis_juvenile",3,3,0.695,NA,"no","no","no",77.2833333333333,0.161188811188798,37.2708333333333,16.7708333333333
2023-10-04,20.5,2023-10-05,1,40,1,1,"skistodiaptomus_oregonensis",4,2,0.908,12,"no","spot","no",79.8166666666667,0.161538461538451,37.7013888888889,17.2013888888889
2023-10-04,20.5,2023-10-05,1,40,1,1,"skistodiaptomus_oregonensis",5,5,0.888,NA,"no","no","no",75.6666666666667,0.176223776223763,36.9965277777778,16.4965277777778
2023-10-04,20.5,2023-10-05,1,40,1,1,"leptodiaptomus_minutus",6,10,0.635,NA,"no","no","no",33.7666666666667,0.227797202797195,28.6059027777778,8.10590277777778
2023-10-04,20.5,2023-10-05,1,40,1,1,"skistodiaptomus_oregonensis_male",7,8,0.726,NA,"no","spot","no",72.6333333333333,0.183566433566422,36.4675925925926,15.9675925925926
2023-10-04,20.5,2023-10-05,1,40,1,1,"skistodiaptomus_oregonensis",8,9,0.744,NA,"no","spot","no",67.3,0.178146853146844,35.4958333333333,14.9958333333333
2023-10-04,20.5,2023-10-05,1,40,1,1,"skistodiaptomus_oregonensis",9,4,0.868,NA,"no","no","no",76.4833333333333,0.165909090909078,37.1333333333333,16.6333333333333
2023-10-04,20.5,2023-10-05,1,40,1,1,"skistodiaptomus_oregonensis",10,1,0.96,NA,"no","spot","no",86.8833333333333,0.158916083916071,38.875,18.375
