"collection_date","collection_temp","exp_date","days_in_lab","run","experiment","replicate","species","tube","rank","size","fecundity","time","ramp_rate","ctmax","warming_tol"
2024-03-04,4,2024-03-04,0,105,1,1,"leptodiaptomus_sicilis",1,3,1.012,7,65.8,0.278321678321682,27.5833333333333,23.5833333333333
2024-03-04,4,2024-03-04,0,105,1,1,"leptodiaptomus_sicilis",2,2,0.734,8,68.0166666666667,0.282517482517471,28.2395833333333,24.2395833333333
2024-03-04,4,2024-03-04,0,105,1,1,"leptodiaptomus_sicilis",3,4,0.826,8,65.2,0.278321678321682,27.4114583333333,23.4114583333333
2024-03-04,4,2024-03-04,0,105,1,1,"leptodiaptomus_sicilis",4,1,0.803,6,73.7833333333333,0.276048951048937,29.8541666666667,25.8541666666667
2024-03-04,4,2024-03-04,0,105,1,1,"senecella_calanoides",5,8,2.312,NA,50.95,0.317307692307685,23.0486111111111,19.0486111111111
2024-03-04,4,2024-03-04,0,105,1,1,"limnocalanus_macrurus",6,5,1.494,NA,54.8666666666667,0.311888111888102,24.2951388888889,20.2951388888889
2024-03-04,4,2024-03-04,0,105,1,1,"limnocalanus_macrurus",7,6,1.489,NA,54.0833333333333,0.311888111888102,24.0505952380952,20.0505952380952
2024-03-04,4,2024-03-04,0,105,1,1,"senecella_calanoides_male",8,9,1.988,NA,41.0666666666667,0.342657342657344,19.8295454545455,15.8295454545455
2024-03-04,4,2024-03-04,0,105,1,1,"limnocalanus_macrurus",9,7,1.406,NA,51.0833333333333,0.321678321678313,23.1067708333333,19.1067708333333
2024-03-04,4,2024-03-04,0,105,1,1,"epischura_lacustris_juvenile",10,10,0.674,NA,35.3833333333333,0.348251748251747,17.8920454545455,13.8920454545455
